ARM_CODART,ART_NOMBRE,Cod_Prod,Nom_Prod_DIGEMID,Concent_DIGEMID,Score
10756.0,ALBOTHYL OVULOS x 6,52199,ALBOTHYL,90 mg,0.69
13563.0,DEPO-MEDROL 40mg 1ml AMP,38134,DEPOMEDROL,40 mg/ mL,0.61
13670.0,DEPO-PROVERA 150mg 1ml AMP,48837,DEPO-PROVERA,150 mg/ mL,0.61
15470.0,PROVERA 5mg TAB x 30,48839,PROVERA,5 mg,0.62
25798.0,"BUSCAPINA COMP. ""N"" x 100 COMP",56858,BUSCAPINA COMPOSITUM,0.02 g/ 5 mL + 2.5 g/ 5 mL,0.68
30235.0,BACTRIM BALSAMICO JBE x 100ml,55228,BACTRIM BALSAMICO,800 mg/ 15 mL + 160 mg/ 15 mL + 250 mg/ 15 mL,0.74
30663.0,BACTRIM FORTE SUSP. FCO x 100ml,53047,BACTRIM FORTE,400 mg + 80 mg/ 5 mL,0.6
31349.0,BEPANTHENE CREMA 30g,49677,BEPANTHEN PLUS,5 % + 0.5 %,0.69
40777.0,MENTHOLATUM POTE x 30gr,57119,MENTHOLATUM NF,9 % + 1.35 % + 0.33 %,0.75
40884.0,MENTHOLATUM POTE x 85gr,57119,MENTHOLATUM NF,9 % + 1.35 % + 0.33 %,0.75
48298.0,ERITROMICINA 500mg TAB x 50 - GEN FAR,40156,ERITROMICINA,500 mg,0.61
51042.0,CLAVUMOX 250mg x 60ml SUSP,46849,CLAVUMOX® 600,600 mg + 42.9 mg/ 5 mL,0.68
51905.0,DIBROLAX GOTAS x 20ml,39543,DIBROLAX,5 mg,0.65
52805.0,MULTIMYCIN UNGUENTO 14g,48604,MULTIMYCIN,350 mg + 500 000 UI + 50 000 UI,0.71
64177.0,PARACETAMOL 500mg x 100 TAB - GEN FAR,60063,PARACETAMOL + CAFEÍNA,500 mg + 65 mg,0.7
66191.0,AERO OM GOTAS 15ml FRESA,39016,AERO OM SABOR A FRESAS,100 mg/ mL,0.7
67091.0,DICYNONE 2ml AMPOLLA,45444,DICYNONE® 250,250 mg/ 2 mL,0.62
67740.0,DOXIPROCT PLUS POMADA x 12GR,44154,DOXIPROCT PLUS,4 g + 2 g + 0.025 g,0.67
69112.0,TRI-AERO-OM CAP x 100,52911,TROMVAX 10,10 mg,0.62
74184.0,PYRIDIUM 100mg x 100 GRAGEAS,60065,PYRIDIUM - X FORTE,200 mg,0.69
76419.0,DENCORUB EXTRA FORTE x 100GR,38962,DENCORUB EXTRA FORTE,29 g/ 100 g + 7.6 g/ 100 g,0.93
80163.0,LIDOCAINA 2% S/EP AMP x 20ml - LUSA,48316,LIDOCAINA 2% CON EPINEFRINA 1:200 000 S/P,2 %,0.65
88333.0,BACTEROL FORTE SUS x 50ml,39572,BACTEROL FORTE,800 mg + 160 mg,0.82
88440.0,BACTEROL INFANTIL SUSP. 60ml,49186,BACTEROL INFANTIL,200 mg + 40 mg/ 5 mL,0.87
88868.0,DEQUAZOL-R OVULOS x 60 UNID.,35124,DEQUAZOL ORAL 500,500 mg,0.7
99561.0,MERTHIOLATE PLUS INCOLORO 60ml,51254,MERTHIOLATE PLUS® INCOLORO,0.10 %,1.01
99668.0,MERTHIOLATE PLUS TINTURA 60ml,51254,MERTHIOLATE PLUS® INCOLORO,0.10 %,0.84
100114.0,AB BRONCOL NF 1200 INYECTABLE,48938,AB BRONCOL NF 1200,1000 mg + 200 mg,0.87
100221.0,AB BRONCOL NF 300 INYECTABLE,48889,AB BRONCOL NF 300,250 mg + 50 mg,0.86
100328.0,AB BRONCOL NF 600 INYECTABLE,48917,AB BRONCOL NF 600,600 mg,0.86
108598.0,CIPROLIN 500mg TAB x 10,38205,CIPROLIP 500,500 mg,0.63
110977.0,FRAMYCORT GOTAS 2.5ML,51357,FRAMYCORT,(10 mg + 1 mg)/ mL,0.72
113142.0,VELAMOX 500mg x 100 CAP,54507,VELAMOX 500,500 mg/ 5 mL,0.65
113784.0,MEJORAL TAB x 200,54983,META XR 500,500 mg,0.64
116270.0,PANADOL MASTICABLE TAB x 100,54313,PANADOL ANTIGRIPAL NF,500 mg + 5 mg + 2 mg,0.67
116377.0,PANADOL GOTAS 15ml,56317,PANADOL NIÑOS,160 mg/ 5 mL,0.77
146619.0,DICLOFENACO 75mg x 5 AMP - GEN FAR,38550,DICLOFENACO,1 %,0.61
159433.0,DEXTRO TOSS JBE x 120ml,44796,DEXTRO TOSS,15 mg/ 5 mL,0.65
169333.0,QUADRIDERM EXTRA SP CREMA x 10g,39320,QUADRIDERM EXTRA SP,,0.76
173184.0,DOLOCORDRALAN EXTRA FORTE x 10 TAB,50912,DOLOCORDRALAN EXTRA FORTE,500 mg + 50 mg,0.85
174412.0,NEUROBION x 100 GRAGEAS,52456,NEUROBION 1000,,0.7
177219.0,CICLOSTERONA FUERTE 50mg x 1ml AMP,40592,CICLOSTERONA FUERTE®,50 mg/ mL,0.82
187333.0,CODIPRONT x 10 CAP,55798,CODIPRONT F,11.11 mg + 3.67 mg/ 5 mL,0.79
187440.0,CODIPRONT x 60ml JBE,55798,CODIPRONT F,11.11 mg + 3.67 mg/ 5 mL,0.75
187547.0,CODIPRONT EXPECT. x 10 CAP,49399,CODIPRONT EXPECTORANTE,11.11 mg + 3.67 mg + 55.55 mg/ 5 mL,0.82
188768.0,GINGISONA TOQUES x 30ml,41772,GINGISONA B,3 mg,0.69
189775.0,MEGACILINA 1´000 000 x 1 AMP,39911,MEGACILINA ORAL,1 000 000 UI,0.67
189882.0,MEGACILINA FORTE 4000 AMP,39911,MEGACILINA ORAL,1 000 000 UI,0.8
190070.0,MEGACILINA ORAL COMP x 120,39911,MEGACILINA ORAL,1 000 000 UI,0.83
194212.0,ALERGICAL SF x 100 TAB,26169,ALERGICAL SF,,0.81
194319.0,ALERGICAL SF GOTAS 15ml,26169,ALERGICAL SF,,0.79
194533.0,AZO CEFASABAL 100mg x 100 TAB,60064,AZO CEFASABAL 100,100 mg,0.84
194854.0,CEFASABAL x 100 TAB,35665,AZOCEFASABAL 100,100 mg,0.84
196868.0,ISORBIDE ORAL 10mg TAB x 20,44747,ISORBIDE ORAL,10 mg,0.75
197126.0,MAGAL II SUSP x 150ml,7138,MAGAL II,400 mg + 400 mg/ 5 mL,0.65
212570.0,TAPSIN PLUS CALIENTE NOCHE x 60 SOBRES,41568,TAPSIN PLUS CALIENTE NOCHE,650 mg + 4 mg + 20 mg,0.91
219947.0,ELITON FORTE x 340ml,38914,ELITON FE 50,50 mg/ mL,0.79
221677.0,DIANE 35 GRG x 21,52454,DIANE 35,2 mg + 0.035 mg,0.74
243598.0,DERMOVATE CREMA 30gr.,39435,DERMOVATE,0.05 %,0.62
245940.0,VENTOLIN INHALADOR 200 DOSIS,41622,VENTOLIN INHALADOR,100 mcg/ dosis,0.78
253933.0,ACARIL CREMA 42g,58724,ACARIL S NF,25 %,0.69
254184.0,ACARIL S LOCION x 60ml,58724,ACARIL S NF,25 %,0.71
257640.0,FURACIN POMADA 35g,35465,FURACIN,0.2 %,0.66
258005.0,FUROXONA JBE x 120ml,37379,FUROXONA FORTE,50 mg/ 5 mL,0.69
259012.0,DOLOMAX SUSPENSION x 60ml,38576,DOLOMAX PLUS,,0.64
259868.0,LINCOPLUS 600mg/2ml x 5 AMP,39178,LINCOPLUS,600 mg/ 2 mL,0.61
259975.0,LINCOPLUS 500mg CAPS x 12,39178,LINCOPLUS,600 mg/ 2 mL,0.63
261384.0,PLASYODINE 70ml SOLUCION TOPICA,50855,PLASYODINE BUCAL,10 %,0.7
261819.0,RAQUIFEROL D3 AMP. BEBIBLE x 10ml,52136,RAQUIFEROL ® D3 CB,10 000 UI,0.72
270491.0,BRONCO MAGNIMOX SUSP. 250mg 60ml,42843,BRONCO MEDIMOX 500,500 mg + 4 mg/ 5 mL,0.65
297775.0,PULMOL COMPUESTO FCO x 120ml,41371,PULMOL COMPUESTO,,0.83
299682.0,DEXABRON NF x 100 CAP,58005,DEXABRON,15 mg/ 5 mL,0.65
299789.0,DEXABRON EXPECTORANTE JBE x 120ml,55007,DEXABRON EXPECTORANTE,(10 mg + 100 mg)/ 5 mL,0.88
310563.0,ELECTRORAL NF x 1000ML FRESA,48973,ELECTRORAL NF SABOR A FRESA,,0.76
310670.0,ELECTRORAL NF x 1000ML ANIS,50482,ELECTRORAL NF SABOR A ANIS,,0.75
312363.0,EVACUOL REGULAR x 130ML,50795,EVACUOL Enema,,0.66
340805.0,GASEOVET 40mg x 150 TAB,35148,GASEOVET CB,180 mg,0.69
341163.0,GASEOVET GOTAS x 15ml ANIS,37598,GASEOVET SABOR A ANIS,80 mg/ mL,0.78
341270.0,GASEOVET GOTAS x 15ml FRESA,37599,GASEOVET SABOR A FRESA,80 mg/ mL,0.79
346312.0,ENTEROPHAR FORTE DIEPHAR x 60 MONOD.,40052,ENTEROPHAR FORTE,50 mg/ 5 mL,0.73
354626.0,HIRUDOID FORTE 14g GEL,41128,HIRUDOID FORTE,0.445 %,0.78
354733.0,HIRUDOID FORTE POMADA 14g,41128,HIRUDOID FORTE,0.445 %,0.72
354947.0,HIRUDOID POMADA 14gr,41128,HIRUDOID FORTE,0.445 %,0.65
356747.0,PURINOR JBE x 100ml,57429,URANOR 100,100 mg,0.62
386554.0,MICOLIS CREMA 30g,7501,MICOLIS,1 %,0.68
387775.0,PLIDAN COMPUESTO NF x 100 GRAGEAS,44530,PLIDAN COMPUESTO NF,10 mg + 125 mg,0.83
387989.0,PLIDAN COMPUESTO NF AMP x 1,44530,PLIDAN COMPUESTO NF,10 mg + 125 mg,0.93
388782.0,GAMALATE B6 x 60 GRAGEAS,54389,GAMALATE B6,,0.63
388889.0,GAMALATE B6 JBE x 80ml,54389,GAMALATE B6,,0.67
403156.0,DOXIUM 500mg x 100 CAP,42465,DOXIUM 500,500 mg,0.62
406177.0,SULFATO FERROSO JBE x 180ml - PORTUGAL,45014,SULFATO FERROSO,300 mg,0.69
408298.0,HIDROCLOROTIAZIDA 50mg x 30 TAB - GENFAR,58194,HIDROCLOROTIAZIDA,25 mg,0.72
441277.0,CLORO ALERGAN x 10mg /1ml -AMP,60765,CLORO ALERGAN,10 mg/ mL,0.73
450712.0,OTOZAMBON GOTAS 10ml,51018,OTOZAMBON® NF,,0.72
452405.0,MICOLIS SPRAY 60ml,7501,MICOLIS,1 %,0.66
452833.0,ELITON NF JBE 340ml,38914,ELITON FE 50,50 mg/ mL,0.81
453626.0,DEXTROMETORFANO JBE x 120ml - PORTUGAL,51238,DEXTROMETORFANO BROMHIDRATO,15 mg/ 5 mL,0.6
454091.0,PANADOL JBE x 60ml,55908,PANADOL FORTE,500 mg + 65 mg,0.68
456326.0,BRONCO AMOXICLIN 250mg x 60ml - SIEGFRIED,53135,BRONCO AMOXICLIN 500,500 mg + 8 mg,0.78
456433.0,FUROXONA 100mg TAB x 100,37379,FUROXONA FORTE,50 mg/ 5 mL,0.63
456540.0,GRAVOL 50mg TAB x 100,35499,GRAVOL 1,50 mg/ mL,0.65
456647.0,GRAVOL JBE 60ml,35580,GRAVOL CB,50 mg,0.77
456754.0,LOROPHYN OVULOS x 3 und,57642,LOROPHYN NF,18.9 mg,0.69
488789.0,DOLNIX AMP 60mg,3834,DOLNIX SL,10 mg,0.68
493119.0,VOLTAREN EMULGEL 1% TUBO x 30gr,50406,VOLTAREN EMULGEL,1 %,0.7
503056.0,LECHE DE MAGNESIA PHILIPS x 120ml CLASICA,60903,LECHE DE MAGNESIA PHILLIPS	CLASICA,425 mg/ 5 mL,0.88
505933.0,DICLOXACILINA 500mg x 100 CAP - IQFARMA,28125,DICLOXACILINA,500 mg,0.62
506077.0,DICLOXACILINA 500mg x 50 CAP - GENFAR,28125,DICLOXACILINA,500 mg,0.64
508954.0,FLORIL COLIRIO x 8ml,56445,FLORIL SMART GAMER,0.05 %,0.63
511370.0,ALERGICAL SF JBE x 60ml,26169,ALERGICAL SF,,0.79
521812.0,RYNATAN TABS x 100,58845,RYNATAN® NF,10 mg/ 10 mL + 4 mg/ 10 mL,0.67
538440.0,SUPRADYN EFERVESCENTE x 10 COMP,43929,PANADOL EFERVESCENTE,500 mg,0.63
541070.0,MESIGYNA AMP x 1 ML,41399,MESIGYNA,,0.69
545640.0,EVACUOL PEDIATRICO x 65ML,37286,EVACUOL PEDIATRICO,,0.94
594668.0,BENZOATO DE BENCILO x 60 ML ROXFARMA,52289,BENZOATO DE BENCILO,25 %,0.79
627647.0,HANALGEZE 10mg x 50 TAB,31488,HANALGEZE,60 mg/ 2 mL,0.66
627968.0,HANALGEZE INY 60mg x 1 AMP,31488,HANALGEZE,60 mg/ 2 mL,0.61
752961.0,NISTAGLOS PED.CREMA x 15GRS,54846,NISTAGLOS,(10 000 000 UI + 20 g)/ 100 g,0.61
777047.0,LIDOCAINA 5% UNGUENTO x 10gr - LUSA,48316,LIDOCAINA 2% CON EPINEFRINA 1:200 000 S/P,2 %,0.64
802933.0,FERANIN JBE 100 ML,47889,BENTINE 100,100 mg,0.62
811070.0,DOLO NEUROBION-N x 100 CAP,43455,DOLO NEUROBION,,0.82
845126.0,PANADOL ANTIGRIPAL NF x 50 SOBRESX2,54313,PANADOL ANTIGRIPAL NF,500 mg + 5 mg + 2 mg,0.85
873133.0,SALBUVENT EXPECTORANTE JBE x 150ml,45499,CLENBUVENT EXPECTORANTE,0.005 mg + 7.5 mg/ 5 mL,0.8
892568.0,BLADURIL 200mg x 20 TAB,41599,BLADURIL,200 mg,0.62
893903.0,BRONCO TRIFAMOX 125mg SUSP x 60 ml,39976,BRONCO TRIFAMOX 250,250 mg + 4 mg/ 5 mL,0.82
894154.0,BRONCO TRIFAMOX 250mg SUSP x 60 ml,39976,BRONCO TRIFAMOX 250,250 mg + 4 mg/ 5 mL,0.82
894261.0,BRONCO TRIFAMOX 500mg x 100 CAP,48567,BRONCO TRIFAMOX 500,,0.86
899082.0,TRIOVAL x 15ml GOTAS,10849,TRAMAL GOTAS,100 mg/ mL,0.69
907868.0,CADITAR 200mg TAB x 60,46699,CADITAR MIO,,0.65
909026.0,BRONCOPULMIN JBE x 120ml,40821,BRONCOPULMIN NF,5 mg + 100 mg/ 5 mL,0.77
910177.0,CARDIOASPIRINA 100mg x 20 COMP,39038,CARDIOASPIRINA 100 EC,100 mg,0.88
910826.0,CEFABRONCOL x 75 ml SUSP,45374,CEFABRONCOL-S,250 mg/ 5 mL,0.77
911940.0,CIPROFLOXACINO 500mg x 10 TAB - GEN FAR,40104,CIPROFLOXACINO,500 mg,0.65
912412.0,CIRIAX OTIC x 5ml GOTAS,37339,CIRIAX OTIC,,0.75
913633.0,CLINDACIN-K x 7 OV. VAG.,59735,CLINACINA-HG,600 mg/ 4 mL,0.62
914533.0,GENTAMICINA 0.3% GOTAS - LANSIER,42177,GENTAMICINA,0.3 %,0.66
915754.0,IRRIGOR PLUS x 30 COMP,51064,IRRIGOR PLUS,30 mg + 100 mg,0.81
915861.0,LIPEBIN JBE x 90ML,40404,LIPEBIN,3.33 g/ 5 mL,0.66
916440.0,TOBAN F TAB x 100,35689,TOBAN F,2 mg,0.68
920512.0,SOLUCION POLIELECTROLITICA x 1000ML TRIFARMA,51437,SOLUCION POLIELECTROLITICA,,0.84
921626.0,MULTIBIOTICOS x 50/4 SOBRES MENTHOL,44184,MULTI-BIOTICOS SABOR A MENTOL/EUCALIPTOL,0.25 mg + 10 mg,0.71
921733.0,MULTIBIOTICOS x 50/4 SOBRES NARANJA,44312,MULTI-BIOTICOS SABOR A NARANJA,0.25 mg + 10 mg,0.83
922198.0,CLORFENAMINA JBE x 60ml - PORTUGAL,41232,CLORFENAMINA MALEATO,4 mg,0.72
922633.0,INFECTRIM 200/40mg JBE x 60ML,39859,INFECTRIM FORTE,400 mg + 80 mg/ 5 mL,0.61
924112.0,FRAMIDEX GOTAS x 2.5cc NUEVA,5110,FRAMIDEX NF,1 % + 0.1 %,0.63
924326.0,BRONCO MEDIMOX 250mg x 60ml CHICO,42843,BRONCO MEDIMOX 500,500 mg + 4 mg/ 5 mL,0.81
925012.0,DEXACORT 4.0mg x 10 TAB,60878,DEXACORT,4 mg,0.63
926340.0,DOLO-QUIMAGESICO C50 NF x 120 TAB. REC.,55059,DOLO QUIMAGESICO C 50 NF,50 mg + 500 mg,0.83
926661.0,MEDICORTIL GOTAS 10MG x 2.5ML,35581,MEDICORTIL,,0.63
928247.0,DOLNIX SL 10mg x 10 TAB,3834,DOLNIX SL,10 mg,0.66
929147.0,AERO OM GOTAS 15ml ANIS,43402,AERO OM FORTE-SABOR ANIS,125 mg,0.7
929468.0,BETACORT DEPOT AMP x 1 ml,56508,BETACORT DEPOT 2,10 mg/ 2 mL + 4 mg/ 2 mL,0.83
930191.0,NONPIRON SUSP x 60ml FRESA,34929,NONPIRON SABOR A FRESA,100 mg/ 5 mL,0.81
930298.0,SILENAI CL PEDIATRICO JBE x 120ML,35770,SILENAI CL PEDIATRICO,,0.88
931954.0,MAXIDOL COMPUESTO x 100 TAB,45901,PLIMADOL COMPUESTO,125 mg + 10 mg,0.67
936026.0,AZITROMICINA 500mg x 3 TAB - GEN FAR,38280,AZITROMICINA,200 mg/ 5 mL,0.62
936775.0,CLORFENAMINA 4mg x 100 TAB - INDUQUIMICA,40559,CLORFENAMINA MALEATO,4 mg,0.62
937247.0,CLORFENAMINA 10mg/1ml CAJA x 25 AMP - LUSA,39220,CLORFENAMINA MALEATO,10 mg/ mL,0.64
937568.0,CLINDAMICINA 600mg x 10 AMP - VITALIS,43374,CLINDAMICINA,300 mg,0.61
938575.0,BRONCOPHAR PLUS DIEPHAR x 60 MONODOSIS,58586,BRONCOPHAR PLUS NF,(5 mg + 10 mg + 100 mg)/ 5 mL,0.71
942540.0,PARACETAMOL JBE x 60ml - PORTUGAL,42111,PARACETAMOL,500 mg,0.62
943654.0,REUMA FROST x 60gr PORTUGAL,49618,REUMAFROST NF,,0.65
943761.0,REUMA FROST x 30gr PORTUGAL,49618,REUMAFROST NF,,0.65
943868.0,MULTI FROST x 100gr PORTUGAL,58267,MULTIFROST FORTE,30 % + 8 %,0.74
944126.0,MULTI FROST x 60gr PORTUGAL,58267,MULTIFROST FORTE,30 % + 8 %,0.75
946033.0,BACTEROL BALSAMICO JBE x 50ml,40373,BACTEROL BALSAMICO,,0.87
947040.0,VIBRAMICINA 100mg x 50 CAP,55281,GLIFORMIN 1000 AP,1000 mg,0.6
947789.0,MIGRA DORIXINA x 100 TAB,7544,MIGRADORIXINA,,0.8
961226.0,CLARITROMICINA 500mg x 10 TAB GEN FAR,2651,CLARITROMICINA,500 mg,0.65
961547.0,DICLOFENACO 1% GEL x 50gr - GENFAR,38550,DICLOFENACO,1 %,0.62
962019.0,LANSOPRAZOL 30mg x 7 CAP - GEN FAR,40140,LANSOPRAZOL,30 mg,0.61
964675.0,MULTIDERM CREMA x10gr,50429,PLATSIDERM CREMA,1 % + 0.6 %,0.7
976810.0,COLUFASE SUSP x 60ml,44105,COLUFASE,500 mg,0.67
981026.0,BETASERC 16mg x 20 TAB,43963,BETASERC,24 mg,0.63
981989.0,INFECTRIM BALSAMICO GRANDE x 100ml,59211,INFECTRIM BALSAMICO NF,,0.85
982033.0,AIRUM J.A.T JBE x 120ml,48503,AIRUM JAT,10 mg + 30 mg + 2 mg/ 5 mL,0.7
997510.0,KALLOZIL x 8ml,47998,KALLOZIL,17 g/ 100 mL,0.83
997831.0,FERANIN FORTE GOTAS x 20ml,4799,FERANIN FORTE,50 mg/ mL,0.67
1010442.0,ISORBIDE SUBLINGUAL x 25 TAB,37936,ISORBIDE SUBLINGUAL,5 mg,0.91
1011984.0,YODOPOVIDONA x 60ml SOLUCION GENFAR,43732,YODOPOVIDONA ESPUMA LIMPIADORA,8.5 %,0.62
1015584.0,REFLUCIL 5mg x 30 TAB,41612,REFLUCIL,5 mg,0.65
1021028.0,SAL DE ANDREWS x 100 SOBRES,48958,SAL DE ANDREWS,2.28 g + 0.8825 g,0.68
1022356.0,SILENAI EXPECTORANTE JBE x 120ml.,35086,SILENAI EXPECTORANTE,,0.87
1024370.0,ANEURIN 1000 AMP x 3ml,40725,ANEURIN 1000,100 mg + 100 mg + 1000 mcg,0.71
1027505.0,PANAFLAM FORTE x 10 TAB,39473,PANAFLAM FORTE,,0.86
1027719.0,HISALER D GOTAS x 15ml,50203,HISALER D,120 mg + 5 mg,0.68
1029947.0,HISALER GOTAS x 15ml,50203,HISALER D,120 mg + 5 mg,0.65
1032791.0,MENTHOLATUM x 18gr. x 12 LT.,57119,MENTHOLATUM NF,9 % + 1.35 % + 0.33 %,0.7
1034270.0,GRAVERGOL x 20 CAP,37381,GRAVOL A/P,75 mg,0.77
1040677.0,GEMFIBROZILO 600mg x 20 TAB. GEN FAR,43473,GEMFIBROZILO,600 mg,0.61
1044712.0,QUITOSO PLUS x 40 SACHETS,41866,QUITOSO PLUS,1 %,0.65
1046940.0,CINAFLOX 500mg x 48 TAB,41013,CINAFLOX,500 mg,0.62
1051156.0,ARCOXIA 120mg x 7 TAB,53109,ARCOXIB 120,120 mg,0.62
1052056.0,CLORURO DE SODIO 0.9% x 1000ml - B.BRAUN,2857,CLORURO DE SODIO,0.9 %,0.63
1052919.0,PENICILINA BENZATINICA 1200 x 10 AMP - VITALIS,56761,BENCILPENICILINA BENZATINICA 1.2 MEGA,1 200 000 UI,0.68
1054391.0,COLUFASE 500mg x 6 TAB,44105,COLUFASE,500 mg,0.63
1054826.0,ELECTRORAL PEDIATRICO FRESA x 1000ml,51963,ELECTRORAL PEDIATRICO SABOR A FRESA,,0.76
1061919.0,TENSODOX 5mg x 20 TAB,37584,TENSODOX,5 mg,0.65
1062063.0,DICYNONE 500mg x 20 CAP,45444,DICYNONE® 250,250 mg/ 2 mL,0.63
1065519.0,FURAZOLIDONA JBE x 120ml - PORTUGAL,36982,FURAZOLIDONA,100 mg,0.63
1075312.0,LECHE DE MAGNESIA PHILIPS x 120ml CEREZA,35619,LECHE DE MAGNESIA PHILLIPS SABOR CEREZA,400 mg/ 5 mL,0.84
1077219.0,LAXOLAX GOTAS x 20ml,45288,LAXOLAX 7.5,7.5 mg/ mL,0.63
1078119.0,NASTIZOL NF ANTIGRIPAL x 200 TAB,54030,NASTIZOL NF ANTIGRIPAL,500 mg + 15 mg + 5 mg + 2 mg,0.91
1080063.0,FUROXONA FORTE JBE x 120ml,37379,FUROXONA FORTE,50 mg/ 5 mL,0.8
1080170.0,SOLOUNA 5 x 1ml AMP,48959,SOLOUNA 5,50 mg + 5 mg/ 1 mL,0.64
1080819.0,FORMOL x 1000ml.,35141,CEFACROL IM 1000,1000 mg,0.65
1082077.0,CLORURO DE SODIO 20% x 20ml (DESHIDRAL) LUSA,37590,CLORURO DE SODIO,0.9 %,0.66
1092947.0,ROWACHOL x 100 CAP.,54890,ROWACHOL® NF,,0.62
1093091.0,ROWATINEX x 100 CAP.,61054,ROWATINEX,,0.64
1101984.0,GRAVERGOL x 100 CAP,37381,GRAVOL A/P,75 mg,0.74
1104256.0,RHINO DAZOL SOLUCION x 15ml. LUSA,58790,RHINO-DAZOL® PLUS,1 mg/ mL,0.7
1106163.0,BICARBONATO DE SODIO 10gr x 50 SOBRES - VARIOS,37166,BICARBONATO DE SODIO,8.4 %,0.62
1107063.0,BETACREM CREMA x 20gr,45061,BETACREM,0.05 %,0.65
1108070.0,HIOSCINA N-BUTIL BROMURO 20mg/1ml x 10 AMP - VITALIS,57115,HIOSCINA BUTILBROMURO + METAMIZOL SODICO,20 mg + 2.5 g/ 5 mL,0.73
1108177.0,METOCLOPRAMIDA 10mg/2ml x 5 AMP - GENFAR,37574,METOCLOPRAMIDA,10 mg/ 2 mL,0.65
1122470.0,INFECTRIM FORTE 800/160mg x 100 TAB,39859,INFECTRIM FORTE,400 mg + 80 mg/ 5 mL,0.71
1122577.0,INFECTRIM FORTE JBE x 100ml,39859,INFECTRIM FORTE,400 mg + 80 mg/ 5 mL,0.81
1125277.0,MICOTERAT 1% CREMA x 15gr,49542,MICOTERAT,250 mg,0.65
1127398.0,PENICILINA BENZATINICA 2 400 000 - VITALIS,56761,BENCILPENICILINA BENZATINICA 1.2 MEGA,1 200 000 UI,0.68
1127726.0,ELECTRORAL PEDIATRICO ANIS x 1000ml,48950,ELECTRORAL PEDIATRICO SABOR ANIS,,0.78
1128840.0,DOLO-QUIMAGESICO 75mg x 3ml AMP,41026,DOLO QUIMAGESICO FLEX,,0.77
1130998.0,REUMA-SOL EXTRAFUERTE x 22gr,9586,REUMA SOL EXTRAFUERTE,,0.83
1131149.0,REUMA-SOL EXTRAFUERTE x 60gr,9586,REUMA SOL EXTRAFUERTE,,0.83
1134063.0,FLORIL COLIRIO x 15ml,56445,FLORIL SMART GAMER,0.05 %,0.61
1134170.0,OTIDOL GOTAS x 5ml,59383,OTIDOL NUEVA FÓRMULA,,0.69
1134819.0,TONIKON NF JBE x 345ml,58792,TONIKON PLUS,(2.5 mg + 6.25 mg + 312.5 mg)/ 5 mL,0.63
1142812.0,HISALER JBE x 60ml,50203,HISALER D,120 mg + 5 mg,0.69
1142919.0,LAGRIMAS ISOTONICAS x 15ml LANSIER,38425,LAGRIMAS ISOTONICAS,1.4 %,0.82
1156419.0,HISALER D JBE x 60ml,50203,HISALER D,120 mg + 5 mg,0.72
1159012.0,FLUIMUCIL 200mg x 30 SOB. ADULTO,5022,FLUIMUCIL ORAL,200 mg,0.68
1160377.0,IBUPROFENO JBE x 120ml - GENFAR,37539,IBUPROFENO,400 mg,0.61
1164626.0,DOLOFARMALAN 75mg. INY x 5 AMP.,54234,DOLOFARMALAN® FAST,25 mg,0.71
1170712.0,GINGISONA B CAJA x 60 SOBRESX4,57903,GINGISONA B MENTA FRESH,3 mg,0.74
1174740.0,NOXIBEL 30mg x 15 Comp.,39984,NOXIBEL 30,30 mg,0.72
1174847.0,HUMORAP Comp. 20mg x 28,39979,HUMORAP 20,20 mg,0.72
1179775.0,TEGRETOL 2 % JBE x 100 ml,39956,TEGRETOL CR,400 mg,0.63
1184319.0,AMOXIL 500mg x 60ml,37165,AMOXILIP 500,500 mg,0.65
1187661.0,MARVELON x 21 COMP.,54070,MARVELON,0.15 mg + 0.03 mg,0.72
1188775.0,HIPERLIPEN Cáps. x 30,42021,HIPERLIPEN,100 mg,0.69
1194754.0,NOVOCORTIL 1 % CREMA x 20 GR,38614,NOVOCORTIL,1 %,0.66
1199903.0,GLUCOVANCE 500/5.0mg x 30 COMP,42833,GLUCOVANCE,500 mg + 5 mg,0.63
1200128.0,GLUCOPHAGE 850mg x 30 Comp.,34435,GLUCOPHAGE XR,750 mg,0.72
1200770.0,MACRODANTINA 25mg Susp.x 120ml,37710,MACRODANTINA XR 100,100 mg,0.81
1200877.0,DOLORAL GOTAS x 15ml,52553,DOLORAL® FORTE,200 mg/ 5 mL,0.71
1201028.0,GASEOPLUS 80mg GOTAS x 15ml FRESA,42464,GASEOPLUS FRESA,80 mg/ mL,0.62
1202891.0,UNITEARS Gts. x 15ml,42930,UNITEARS MR,1 %,0.77
1203256.0,AQUOL FRESH COLIRIO x 8ml,50127,AQUOL FRESH,0.0125 %,0.71
1206384.0,DOLOMAX 400mg x 20 TABLETAS,38576,DOLOMAX PLUS,,0.61
1206605.0,GASEOVET 80mg x 120 TAB,35148,GASEOVET CB,180 mg,0.69
1213477.0,DEXTROSA 5% x 1000ml - MEDIFARMA,56720,TRES B 1000 NF,100 mg + 100 mg + 1 mg/ 3 mL,0.61
1213584.0,CLORURO DE SODIO 0.9% x 1000ml - MEDIFARMA,43756,CLORURO DE SODIO,20 %,0.69
1216719.0,NORFLEX PLUS x 10 TAB,40410,NORFLEX PLUS,35 mg + 450 mg,0.83
1230905.0,CISTIMICINA 750mg x 10 TAB,45269,CISTIMICINA,500 mg,0.69
